id,num_vertices,num_faces,volume,surface_area,average_edge_length,genus,max_ver_xdisp,max_ver_ydisp,max_ver_zdisp,max_ver_magdisp,max_ver_stress,max_hor_xdisp,max_hor_ydisp,max_hor_zdisp,max_hor_magdisp,max_hor_stress,max_dia_xdisp,max_dia_ydisp,max_dia_zdisp,max_dia_magdisp,max_dia_stress,max_tor_xdisp,max_tor_ydisp,max_tor_zdisp,max_tor_magdisp,max_tor_stress,category,num_tets,mass,download_file,link_name,author,author_id,test_split_0,test_split_1,test_split_2
107,18741,37502,285643.6943754294,47850.57114740406,1.6903605483422195,6.0,0.2192592,0.04450023,0.3472399,0.3819695,592.324,0.02016419,0.02808536,0.07544382,0.2795374,349.2282,0.02932514,0.05456518,0.1568892,0.1657962,297.4729,0.0848107,0.006894357,0.05660402,0.1763165,316.9294,block,231319,1.2768273138581696,jta-2.STEP,jta-2-bracket-1,julius,julius--2,False,False,True
108,72149,144334,106016.574421296,63828.99583348884,0.9371403479686544,10.0,0.7273909,0.2392712,1.194265,1.306946,967.6602,0.02080818,0.08770304,0.2645195,0.8740316,620.5573,0.1300754,0.2480375,0.5594783,0.6080902,574.8652,0.2410635,0.1207856,0.178206,0.3424861,454.401,butterfly,830260,0.4738940876631931,Ride-II_X1.STEP,ride-ii-bracket-1,Lumas,lumas-1,True,False,False
112,39536,79120,130219.23154383818,49577.36459674614,1.124633957964858,13.0,0.94306,0.2872143,1.319974,1.511275,1267.235,0.01446755,0.2278708,0.5441989,1.820237,1666.519,0.01597098,0.1661896,0.4442655,0.7099185,930.1992,0.1453994,0.03092659,0.09377436,0.254558,396.929,block,498272,0.5820799650009567,STAFFIVO-1.stp,get-brk-ivo-1-1,Ivo Alberti,ivo.alberti-3,False,False,True
113,20830,41684,243903.1766238557,55831.89056937718,1.738332404644918,7.0,0.3492229,0.09306185,0.5375473,0.5978304,748.3798,0.02674918,0.04433301,0.2097075,0.4694385,482.8434,0.02476803,0.08018098,0.2210429,0.2346037,351.7932,0.0845461,0.006504006,0.05652734,0.1731338,304.8788,block,231495,1.0902471995086351,52%  Adrian 1.stp,adrian-patterson-ge-entry-1,Adrian Patterson,adrian.patterson-1,True,False,False
114,29063,58146,158666.4329895637,47162.777720826496,1.3040582915580317,6.0,1.028047,0.140364,1.398904,1.578331,1707.858,0.0471397,0.1142413,0.6391571,1.442992,1101.314,0.06318928,0.04360076,0.3787303,0.3801667,733.7027,0.1028442,0.02714301,0.06496559,0.1489883,275.212,butterfly,363638,0.7092389554633498,generalelectric_futuretechie.igs,generalelectric_futuretechie-1,Praveen Kumar,praveen.kumar,False,True,False
115,15608,31236,177391.23357520916,41756.90169697834,1.7297358180190308,6.0,0.4535719,0.4057045,1.037878,1.112942,965.1507,0.0005488257,0.06426841,0.06759181,0.2867484,250.8073,0.2553475,0.3794481,0.7330372,0.8175489,950.2092,0.1444923,0.01018969,0.1637186,0.3722085,756.3696,flat,157926,0.792938814081185,original_stp.stp,jet-engine-bracket-9,Sivaraman,sivaraman,False,False,False
116,17892,35824,177142.82428419648,46207.84564644509,1.6786519346594977,11.0,0.7661054,0.1224532,1.101422,1.255562,1184.622,0.01554325,0.09524079,0.2531911,1.113364,770.3575,0.01902462,0.07295107,0.3769111,0.385934,488.3409,0.1055023,0.0304859,0.06738628,0.2031193,315.6531,flat,194912,0.7918284245503584,model1.IGS,ge-jet-engine-bracket-28,grad,grad-1,False,True,False
119,25545,51122,234602.1410306718,67086.6532992412,1.716506648391792,9.0,0.4309792,0.09848882,0.6497843,0.7263337,803.2215,0.008545317,0.08169205,0.1855445,0.6151729,486.8904,0.004644391,0.07158948,0.260981,0.2747508,437.6518,0.08792648,0.009919498,0.05903317,0.1904362,316.8724,block,290797,1.048671570407103,jet engine bracket.STEP,jet-engine-bracket-10,Mike Madsen,mike.madsen-1,True,False,False
120,51383,102818,150628.93556897342,70460.02477832085,1.1785545052275004,14.0,0.3418937,0.1153137,0.5788527,0.6320509,535.561,0.01163264,0.1119137,0.2510456,0.5874962,475.1161,0.005871622,0.1854575,0.2627822,0.3408341,530.1401,0.1834066,0.05451067,0.1451764,0.2821725,345.7274,arch,582373,0.6733113419933112,GE JET BRACKET V_1.STEP,optimized-ge-jet-engine-bracket-design-v1-1,Arfi'an,arfi.an-1,True,False,False
121,16193,32422,133303.2809351965,42478.08644895965,1.71412419341235,10.0,2.528522,0.2410879,3.204815,3.740464,2194.478,0.1150853,0.2318454,1.415172,3.467805,1630.233,0.1946498,0.1679891,0.8826532,0.8869408,942.93,0.1822308,0.03932461,0.1153634,0.2393716,399.9958,beam,159462,0.5958656657803284,model 2.igs,jet-engine-bracket-11,grad,grad-1,False,False,True
122,42754,85528,135409.407102465,38721.57633613792,0.9384571790921822,6.0,1.147137,0.2547635,1.732147,1.896175,921.2919,0.01531994,0.1191166,0.3158356,1.211215,560.2567,0.3716386,0.204674,0.7760056,0.8171644,453.8155,0.2951415,0.01233671,0.3100912,0.5736915,538.5402,arch,607588,0.6052800497480185,GE jet engine bracket 6.STEP,ge-jet-engine-bracket-6-1,Voibor,voibor-1,True,False,False
123,89267,178778,118886.24465482858,52468.768308786974,0.7907125324136065,62.0,1.700834,0.4271574,2.069753,2.48576,2046.373,0.02420978,0.3123195,1.826849,2.530945,1843.337,0.0648424,0.2582963,0.5102991,0.5775338,1166.299,0.298936,0.2439813,0.1831259,0.3821937,553.4429,beam,1048878,0.5314215136070838,Ge jet ingine bracket 0.537kg Bolat Mangibaev.stp,ge-jet-ingine-bracket-0-537kg-bolat-mangibaev-1,BOLAT MANGIBAEV,bolat.mangibaev-1,False,True,False
124,47439,94906,96156.31252638908,74109.49208334042,1.2530717721171745,8.0,0.5426812,0.5699682,2.03553,2.098425,1768.212,0.03499258,0.2808972,0.1163658,0.6107695,844.7499,0.1758661,0.7109867,1.686853,1.817335,1849.568,0.02747396,0.03641834,0.1109967,0.2362889,422.9363,block,419466,0.4298187169929592,original after tuning 0.435kg.stp,original-bracket-after-tuning-0-435kg-1,BOLAT MANGIBAEV,bolat.mangibaev-1,False,False,False
125,31037,62094,108175.31650607949,33859.03273020972,1.0490847241754409,6.0,0.7217624,0.08536369,0.947032,1.090611,1450.117,0.01458128,0.06565139,0.2357338,0.9615727,940.7301,0.05589256,0.09105986,0.3184449,0.3296412,679.9722,0.1928015,0.09254745,0.138959,0.2764068,612.9954,arch,431861,0.4835436647821753,GE BRACKET-4.stp,ge-bracket-design-3,Girish.K.S,girish.k.s-1,False,False,False
127,34901,69822,223620.760228404,78212.13762813958,1.5744122767529356,6.0,0.2198381,0.1031625,0.3900972,0.428481,745.157,0.008058232,0.04618264,0.073778,0.3125033,403.4543,0.005223881,0.1241642,0.1951238,0.2320539,369.034,0.09321432,0.01357099,0.06039867,0.1809951,323.0413,block,380468,0.999584798220966,v04_b.IGS,ge-jet-engine-bracket-challenge-12,Daniel Jaeger,daniel.jaeger,False,True,False
129,19285,38602,144482.0096627825,47380.22413071665,1.6381990089618417,9.0,0.9320282,0.2361817,1.283647,1.474539,1339.559,0.01522905,0.1824503,0.04401773,1.196886,930.771,0.1437021,0.09421348,0.4544054,0.4668513,525.4788,0.1434897,0.04900041,0.08253764,0.21249,329.0746,beam,211629,0.6458345831926379,a279837B8p1l-Weight Reduction-rev01.SLDPRT,fog-bracket-1,Bol,bol,False,True,False
130,11736,23492,60391.48981725896,22396.69109360838,1.3965977347488436,6.0,4.799997,1.685534,11.5255,11.72591,4160.662,0.0245077,0.6944852,0.9565492,4.270118,7758.195,1.674459,1.641756,8.148134,8.388743,5605.269,1.674353,0.2401986,0.08945087,4.167908,2773.757,beam,137020,0.2699499594831476,MountV1.stp,mountv1-1,Alex Edson,alex.edson-1,False,False,False
131,28940,57936,178798.21932062172,55817.92305295081,1.4351010959434118,15.0,0.3056902,0.1844696,0.6382486,0.6857955,999.578,0.01387825,0.05005562,0.03396698,0.4552773,485.9839,0.01515128,0.193279,0.3583768,0.4068385,558.0804,0.2260768,0.09925286,0.1263342,0.2745921,383.9031,block,348271,0.7992280403631792,GE Bracket mod2 v9 GL.STEP,ge-jet-engine-bracket-22,Gavin Lee,gavin.lee-1,False,True,False
133,41618,83216,137167.76503755216,98679.41959576236,1.6336037451856995,-4.0,0.5690051,0.08474251,0.9424609,1.0213,964.197,0.02173807,0.06532235,0.2881453,0.7277564,639.194,0.06513567,0.04925739,0.4339899,0.4342761,598.2369,0.1112177,0.01529356,0.06245536,0.235067,299.7714,block,344755,0.6131399097178583,BRACKET V4.STEP,jet-engine-bracket-v4-1,Rodolfo Solorio,rodolfo.solorio-1,False,False,False
134,55352,110736,141589.0535964201,46733.747377266845,0.9189947043918122,9.0,0.9238731,0.1331355,1.416396,1.576497,1084.44,0.06813294,0.1225901,0.03890427,1.113703,613.3947,0.2203124,0.09567489,0.581363,0.6022844,522.5632,0.1802435,0.04929842,0.1124197,0.2884488,360.3917,flat,716255,0.6329030695759978,GE-JET ENGINE BRACKET-RIC04.stp,ge-jet-engine-bracket-03-1,Richard,richard--78,False,False,False
135,54887,109806,141578.5389872949,46729.99329680608,0.9250785873282746,9.0,0.9285299,0.1343741,1.429292,1.590747,1077.129,0.06619312,0.1179472,0.03678673,1.103064,650.8244,0.2295557,0.09238142,0.5958967,0.6172579,538.0834,0.1735164,0.04907948,0.1060645,0.2652465,363.4545,flat,712802,0.6328560692732083,GE-JET ENGINE BRACKET-RIC05.igs,ge-jet-engine-bracket-03-1,Richard,richard--78,False,False,True
136,77028,154156,97114.3120477798,50727.51918641724,0.8266170159401905,26.0,3.239775,0.4891501,3.979213,4.754702,4807.684,0.08920213,0.3042232,1.539915,4.468507,2633.799,0.2404254,0.251839,0.9776418,1.016484,2354.14,0.2293696,0.03408729,0.1701112,0.3032731,738.0855,block,906038,0.4341009748535757,Redesigned GE engine bracket XV-01c.STEP,ge-jet-engine-bracket-xv-01-1,Tan Wei Kok,tan.wei.kok-1,False,False,False
138,33327,66686,159953.9947215693,55326.07423232263,1.3058973714848714,9.0,1.104855,0.2532791,1.568573,1.776771,1200.408,0.01661414,0.1481483,0.2225386,1.405468,820.9127,0.1605795,0.2011428,0.5971369,0.6261585,577.8711,0.1564369,0.07661884,0.09374154,0.24569,301.4489,beam,382730,0.7149943564054149,GE jet engine bracket.sldprt,ge-jet-engine-bracket-v1-1,Andrew Smolkov,andrew.smolkov-1,False,False,False
139,33797,67626,159943.96354138077,55327.69238567313,1.297423099211971,9.0,1.107243,0.2536211,1.5786,1.780051,1818.773,0.01646021,0.1475789,0.2222827,1.404692,887.9479,0.1628757,0.2025103,0.6029624,0.6324044,1659.296,0.1546581,0.07678271,0.09066676,0.2385238,671.25,beam,388639,0.7149495170299721,bracket.IGS,ge-jet-engine-bracket-v1-1,Andrew Smolkov,andrew.smolkov-1,False,False,False
140,32215,64462,278930.6504281508,63239.474073979465,1.4647510348078092,9.0,0.2032376,0.1128288,0.3580858,0.3986278,754.3972,0.009709992,0.03476178,0.08526669,0.3239848,405.5645,0.01425256,0.1130293,0.1773943,0.2194425,435.5521,0.09151211,0.01037002,0.05963994,0.1812812,318.6643,block,388472,1.246820007413834,generalelectric Bracket SAS3.stp,ge-jet-engine-bracket-15,Sterry Shaffer,sterry.shaffer-1,False,False,False
141,26479,53038,86267.87150553794,43117.99375013961,1.2715478320356215,21.0,15.24542,5.162639,27.57096,30.24428,14901.76,0.2249146,2.291293,6.973766,19.42854,11659.06,3.200475,6.148169,12.78729,14.27767,8667.862,1.505435,1.240786,1.071958,2.05769,1629.359,block,251932,0.3856173856297546,bk2.SLDPRT,ge-jet-engine-bracket-17,Shannon,shannon,False,False,False
142,196447,392966,193282.4727933788,131750.71791190075,0.830861276388301,19.0,0.3464555,0.1508067,0.6321304,0.6829831,784.1266,0.03560375,0.05021811,0.1017948,0.4252734,479.8749,0.04754797,0.1456572,0.3312481,0.3586827,444.3174,0.1231888,0.01406132,0.08884069,0.2183996,336.704,block,2051296,0.8639726533864034,wspornik Ver7.stp,bracket-ge-ver7-1,Tomek F.,tomek.f,False,False,False
146,43104,86244,217159.0088755764,53681.34160627093,1.0970296074767456,10.0,0.2170886,0.1514574,0.4031908,0.4477445,715.1441,0.009530462,0.04827776,0.05968306,0.2915778,384.6516,0.0106454,0.1614058,0.2252286,0.2786283,379.8679,0.1093061,0.0343741,0.08986995,0.1617211,321.8281,arch,560470,0.9707007696738266,Nosac.stp,jet-engine-bracket-5,Armin,armin-16,False,True,False
147,28011,56102,122181.65691328996,43392.19260952347,1.3094271836215852,21.0,1.929918,0.2107303,2.590302,2.972321,1687.191,0.09737547,0.1691212,1.42703,3.136381,1291.375,0.02204145,0.1170435,0.9318926,0.9396535,921.4349,0.2062686,0.06795041,0.127182,0.2810091,398.2295,flat,329782,0.5461520064024061,BRACKET V1.STEP,optimization-jet-engine-bracket-v1-1,Rodolfo Solorio,rodolfo.solorio-1,True,False,False
148,50994,102032,130190.585221618,44242.2567912664,0.9451810491027132,12.0,1.506401,0.2330354,2.225682,2.490718,1719.315,0.02219301,0.1966991,0.5242382,1.894264,1225.197,0.2573549,0.09797841,0.8625898,0.8692326,792.3448,0.144579,0.03434392,0.09075573,0.2839422,364.2109,butterfly,640197,0.5819519159406326,#4 Assy.stp,ge-engine-brkt-2,Rad Siderius,rad.siderius-1,True,False,False
149,29503,59034,167159.17588268887,61368.03653190212,1.5042032853696212,8.0,1.130009,0.1484229,1.437093,1.664253,1057.441,0.09536784,0.1127884,0.6378163,1.628901,948.7131,0.008519725,0.105735,0.3878417,0.4051062,494.3711,0.1500011,0.0739856,0.1296185,0.2775032,325.6289,flat,311884,0.7472015161956194,Bracket ge-ver5.stp,bracket-ge-ver5-1,Tomek F.,tomek.f,False,True,False
150,54692,109404,116452.95100893616,93746.7492159638,1.3614681672452122,6.0,0.4127062,0.7233711,1.450857,1.578336,1392.706,0.01207412,0.2684827,0.1024489,0.5736534,546.2379,0.06864995,0.838201,1.2277,1.503388,1544.471,0.1613988,0.02678557,0.08029511,0.2678756,488.7631,block,407103,0.5205446910099447,1.5.stp,engine-bracket-2,rene jürnaste,rene.jurnaste,False,False,True
152,25365,50750,184638.8092030519,65503.18792094884,1.7095945706383973,6.0,0.6170803,0.153111,0.8082871,0.9491187,936.2598,0.01375211,0.124375,0.1177582,0.8622654,690.1505,0.03667024,0.101781,0.2459546,0.2656655,323.2787,0.1023373,0.03037539,0.06822952,0.1824051,297.9223,flat,253821,0.8253354771376421,Bracket ge-ver3.stp,bracket-ge-ver3-1,Tomek F.,tomek.f,False,True,False
153,29826,59692,122280.50993451284,41333.39910501212,1.1961418802946024,11.0,0.678264,0.3125038,1.567359,1.63884,2706.574,0.01821945,0.1039639,0.1324672,0.7553964,561.2271,0.1469642,0.3497038,1.000433,1.046479,2122.048,0.260305,0.04255856,0.1825704,0.3438135,608.9232,beam,352346,0.5465938794072724,Jet-Engine-bracket-v1.1.STEP,ge-jet-engine-bracket-v1-1-1,Igor Lins e Silva,igor.lins.e.silva,False,False,False
163,37960,75940,275068.26844471303,87775.11673679194,1.6119837997622073,6.0,0.3649357,0.1161548,0.6750286,0.7209166,875.9973,0.009906855,0.05742545,0.1352687,0.4194747,464.6818,0.07630444,0.1071383,0.3634885,0.3773559,441.574,0.0980094,0.01074396,0.06882601,0.1773982,313.0096,block,411180,1.2295551599478671,Bracket.stp,ge-jet-engine-bracket-challenge-1,Martin Charette,martin.charette-1,True,False,False
164,45142,90304,239976.9731235218,74410.68938493835,1.3060571921273492,6.0,0.1991524,0.06381394,0.4039924,0.4239526,573.6404,0.008050119,0.03224156,0.05952277,0.2526502,407.4677,0.01403354,0.08042182,0.2400117,0.2540879,537.0444,0.08389566,0.007826199,0.05374619,0.1688567,314.4985,block,521418,1.0726970698621423,GE Engine Brkt #1.stp,ge-engine-brkt-1,Rad Siderius,rad.siderius-1,False,False,False
165,19496,39012,300934.23938755936,55933.02525282738,1.8176001888015807,6.0,0.2136733,0.05702446,0.3979766,0.4246929,489.1932,0.02406954,0.06483021,0.07016103,0.2675837,235.4672,0.04280839,0.09034139,0.2124904,0.2247243,284.6144,0.08273999,0.02798224,0.05254227,0.1234181,284.5798,block,216751,1.3451760500623904,engine-bracket.stp,ge-engine-bracket-1,Andy Brookman,andy.brookman-1,False,True,False
166,35042,70104,192281.3899157202,50358.36638759948,1.2147221191707214,6.0,0.8410285,0.154277,1.044188,1.243702,1316.768,0.02218424,0.1237167,0.5380421,1.191774,993.487,0.03199193,0.1025797,0.2756664,0.2935321,519.6666,0.1622044,0.01311352,0.115754,0.2645719,402.7876,flat,419923,0.8594978129232694,GE Engine Brkt #2.stp,ge-engine-brkt-2-1,Rad Siderius,rad.siderius-1,True,False,False
167,33002,66024,236757.6678450882,83296.87062061121,1.6479634316365677,6.0,0.1868013,0.1776286,0.7018716,0.7146692,1054.528,0.0103782,0.0447004,0.04806752,0.1954444,620.9818,0.02896555,0.1901245,0.583911,0.6205112,838.7067,0.05844217,0.01881664,0.02787352,0.109463,213.9356,block,368324,1.0583067752675444,Redesign.STEP,ge-engine-mounting-bracket-1,Kevin Koch,kevin.koch-1,False,True,False
169,25268,50556,224632.06248931383,67592.27630648993,1.7387275465726713,6.0,0.3487449,0.1391366,0.651295,0.7000988,870.0658,0.01499381,0.06194777,0.1473529,0.4185406,386.7826,0.059644,0.1164562,0.3464074,0.3643954,499.797,0.09868968,0.01058091,0.06990465,0.1885086,290.6309,flat,270631,1.004105319327233,GE jet engine bracket challenge New Design.IGS,ge-jet-engine-bracket-challenge-2,Yohanes Harlieyanta,yohanes.harlieyanta-1,False,False,True
170,25684,51428,227749.2692372752,64449.25599202081,1.6935230082008883,16.0,0.363891,0.1377646,0.7737002,0.8081415,550.5774,0.01107712,0.03743035,0.1155804,0.3868705,397.7744,0.08765811,0.1339988,0.4784472,0.4948381,554.0051,0.08889484,0.01147608,0.06690974,0.1786682,297.3457,block,275158,1.0180392334906203,bracket.stp,bracket-4,Wellington,wellington-24,False,False,False
171,48257,96534,188337.4531984576,74773.77676678867,1.243709962799035,6.0,0.446694,0.2190392,0.8259991,0.8927762,908.6758,0.02311648,0.06907582,0.2120303,0.53891,465.2333,0.06939554,0.2044557,0.4380957,0.476487,503.2036,0.140823,0.02611785,0.1019907,0.2314773,330.488,flat,680681,0.8418684157971056,GE jet engine bracket.stp,ge-jet-engine-bracket-challenge-3,Thierry,thierry-19,True,False,False
173,36282,72584,267388.8685885059,48861.06352371408,1.1860279377593477,6.0,0.3627875,0.1286947,0.551262,0.6207638,869.1556,0.02110078,0.09068123,0.1350728,0.5167795,474.8549,0.0190274,0.1646738,0.2264981,0.2767304,453.2543,0.1529353,0.02058507,0.1101646,0.234904,390.9889,flat,520566,1.1952282425906215,GEbracket.STEP,ge-jet-engine-bracket-challenge-4,Tom Martin,tom.martin,False,False,False
174,15510,31040,180348.1238942031,47130.59741787635,1.8639157993265605,6.0,1.104496,0.08343319,1.33678,1.593867,1351.068,0.03167013,0.08288826,0.7561183,1.594921,914.4973,0.01562363,0.04369448,0.3095312,0.3111932,561.5483,0.170826,0.02509506,0.1252103,0.3868915,430.7037,flat,154504,0.806156113807088,bracket-2.stp,bracket-2-option-1,Wellington,wellington-24,False,False,True
175,35940,71940,218265.368550418,69348.94899659527,1.4188171445722375,16.0,1.688474,0.3898598,1.510455,2.084946,5568.606,0.229669,1.803024,9.38073,9.831169,15868.92,0.07885017,0.9961078,5.826598,6.031146,15278.93,2.98857,1.288773,4.857693,5.092395,14156.68,flat,393532,0.9756461974203684,Engine Mount.stp,engine-bracket-1,Bob Laws,bob.laws-1,False,False,False
177,24021,48062,220926.747872502,56721.29319657172,1.6006800143290956,6.0,0.4836512,0.1443982,0.7859399,0.856508,791.1677,0.003505351,0.05875685,0.2568991,0.5331822,393.4148,0.1302877,0.104867,0.3776093,0.3947798,452.1701,0.101466,0.01818172,0.08591945,0.181711,294.4036,block,305330,0.987542562990084,bracket Ver1.stp,bracket-ge-ver1-1,Tomek F.,tomek.f,True,False,False
180,31030,62080,325897.97834721894,73022.27685062861,1.5986121772379565,6.0,0.196135,0.07941051,0.3124783,0.3467959,300.9873,0.01624295,0.03646189,0.08602455,0.244019,235.365,0.02990626,0.06533263,0.149017,0.1625796,205.0631,0.08936059,0.01226234,0.06567433,0.1721798,288.7418,block,428120,1.4567639632120688,bracket Ver1-assembling.stp,bracket-ge-ver1-1,Tomek F.,tomek.f,False,True,False
181,32668,65384,158969.315521311,75308.68332863145,1.5833171538434965,13.0,0.4170436,0.3471527,1.027107,1.107978,1066.413,0.01980462,0.2353564,0.25456,0.7476457,856.323,0.01629013,0.268461,0.6129215,0.7219829,764.1282,0.2144172,0.07479383,0.1179929,0.4307098,603.136,block,316942,0.7105928403802602,original.SLDPRT,ge-jet-engine-bracket-1,ahmed Elbahgy,ahmed.elbahgy-1,True,False,False
182,34501,69054,235547.79228181968,58651.6486310681,1.3580919822385065,14.0,0.3402239,0.2585922,0.7245917,0.7877614,727.3591,0.008020137,0.06677642,0.1056399,0.4014186,371.9882,0.06029183,0.2298613,0.4318079,0.4760585,606.8932,0.1193728,0.02201471,0.07817687,0.1953361,394.6154,block,442182,1.0528986314997342,ZhichaoLi-GE-June142013.STEP,ge-engine-bracket-design-competition-1,ZHICHAO LI,zhichao.li-1,True,False,False
183,31257,62566,235573.19600185903,58663.62130984683,1.4432502654988466,14.0,0.339137,0.2591825,0.7238814,0.7850456,754.1191,0.008050561,0.06635833,0.1052957,0.3985521,375.8924,0.06064131,0.2297349,0.4320115,0.4768427,628.7989,0.117659,0.01836971,0.07731574,0.1904902,329.3337,block,388794,1.05301218612831,ZLI-GE2-IGES-061413.IGS,ge-engine-bracket-design-competition-1,ZHICHAO LI,zhichao.li-1,False,False,True
185,59297,118614,257073.4706413105,77388.30035537753,1.16080085099564,6.0,0.2900653,0.1252417,0.4756931,0.5239494,763.9496,0.01425102,0.03456406,0.1420979,0.3459027,457.7523,0.046724,0.1057297,0.2359737,0.25842,404.9621,0.09889799,0.01408943,0.06860738,0.1811948,319.9218,block,710557,1.149118413766658,wspornik Ver1-2-R.stp,bracket-ge-ver1-2-1,Tomek F.,tomek.f,False,False,False
186,31396,62812,260240.5393793676,79983.980088335,1.7045253533959948,6.0,0.2771242,0.1135227,0.4531522,0.4975285,542.4459,0.01099969,0.03370943,0.1343283,0.3323145,326.6117,0.04301972,0.09590085,0.222981,0.2428067,285.9823,0.09478207,0.01320509,0.0694923,0.1748257,298.5469,block,326129,1.1632752110257734,wspornik Ver1-2.stp,bracket-ge-ver1-2-1,Tomek F.,tomek.f,False,False,False
187,24510,49040,142786.29805839254,44218.43720975115,1.3892177265253844,6.0,0.5036773,0.1606948,0.7820327,0.872643,926.8854,0.03495547,0.08283948,0.1037331,0.6501129,620.9867,0.0633895,0.1256652,0.3265645,0.3489184,354.1698,0.1729392,0.04288008,0.1243865,0.3136281,401.0976,butterfly,284448,0.6382547523210147,JetEngineBracket.stp,jet-engine-bracket-1,Ben Smeaton,ben.smeaton-2,False,True,False
191,31197,62414,229913.2753787248,79668.38642948367,1.6974789189928676,6.0,0.2984418,0.09053344,0.5539439,0.5876284,676.5475,0.006660403,0.03428422,0.1321454,0.3401018,354.1874,0.05708997,0.06915137,0.3117748,0.3186024,343.3332,0.08342819,0.01191017,0.0531642,0.1844167,300.0953,flat,319756,1.0277123409429,wspornik Ver2.stp,bracket-ge-ver2-1,Tomek F.,tomek.f,False,False,False
192,31209,62438,229913.12536043653,79668.39463624608,1.6970728871059328,6.0,0.2988622,0.09045512,0.5542038,0.5879945,653.3007,0.006774744,0.03429288,0.132277,0.3404075,338.7957,0.05715357,0.06914901,0.3119425,0.3186387,345.8203,0.08337256,0.01197792,0.05307006,0.1846433,293.4788,flat,328136,1.0277116703611513,wspornik Ver21.stp,bracket-ge-ver2-1,Tomek F.,tomek.f,False,False,False
193,56473,112966,220139.5272340692,74793.5261493268,1.163259548526817,6.0,0.3272081,0.09837651,0.6053182,0.6420345,900.5555,0.007625378,0.0348762,0.1460394,0.3656975,461.4724,0.06805779,0.07724103,0.3406537,0.3471469,481.5541,0.08999971,0.01220958,0.05447612,0.1923427,323.3352,flat,652917,0.9840236867362894,wspornik Ver2-R.stp,bracket-ge-ver2-1,Tomek F.,tomek.f,False,True,False
194,29906,59880,128137.5263522338,64356.16535001761,1.516549860364612,18.0,0.541261,0.2444571,1.241673,1.301566,1080.121,0.02011835,0.4568947,0.2704926,1.031887,852.028,0.0752571,0.2519003,0.741802,0.7872432,991.4813,0.3677062,0.1246295,0.16116,0.8473608,1109.796,flat,297211,0.5727747427944851,original.STEP,ge-jet-engine-bracket-5,ahmed Elbahgy,ahmed.elbahgy-1,False,False,False
195,45561,91142,299835.72491338634,59580.01553400406,1.123842415764219,6.0,0.2134573,0.08674363,0.3412926,0.380051,607.9614,0.00684776,0.04514438,0.09232251,0.291427,367.1606,0.01506021,0.08521502,0.1532906,0.1738216,324.0694,0.09521348,0.008787457,0.07345524,0.1759841,307.5093,flat,627002,1.340265690362837,Dio_step.stp,jet-engine-bracket-2,Armin,armin-16,False,False,False
196,26459,52938,159858.0428982111,45019.88722185086,1.309977279441052,6.0,0.3588504,0.3097658,0.6394504,0.7227675,627.5033,0.01153564,0.1467758,0.2883351,0.5004898,438.8391,0.008739541,0.3649812,0.3711291,0.5045207,493.1016,0.149724,0.0748833,0.104581,0.2290227,321.8527,arch,324382,0.7145654517550037,bracket.stp,ge-jet-engine-bracket-6,jaxon,jaxon-1,False,False,False
197,45654,91328,337167.096968505,63088.93326949651,1.158801820674186,6.0,0.2411124,0.08480471,0.4225568,0.4602454,620.0383,0.008930859,0.04545686,0.07594036,0.3316515,385.566,0.0132207,0.09175154,0.215271,0.235033,391.8651,0.163486,0.01691178,0.1095758,0.2885608,470.2202,flat,653105,1.5071369234492176,GE jet engine bracket v.3m.step,ge-jet-engine-bracket-v-3-1,Arek Kulesza,arek.kulesza-1,True,False,False
198,19336,38692,176666.07637660258,50651.51336914633,1.7255494329479903,6.0,0.2773392,0.1261182,0.4405472,0.4955256,653.9168,0.02100289,0.09539859,0.1446553,0.451508,408.8754,0.006050163,0.1800255,0.195975,0.2745469,303.0647,0.1685962,0.06648679,0.1029201,0.2263878,339.7081,flat,209990,0.7896973614034136,carrying_bracket_reduced.igs,carrying-bracket-reduced-1,Davor Granić,davor.granic-1,False,False,True
199,51796,103612,209506.14904120905,53973.011995861496,1.010287117148362,6.0,0.305183,0.1560547,0.5134144,0.5661752,602.3333,0.007969262,0.04461768,0.0740992,0.364007,338.5406,0.05047783,0.1369961,0.2528453,0.2864498,325.9647,0.1156571,0.03473398,0.08697734,0.1906662,320.2633,flat,700683,0.9364924862142046,Dio_DRUGI SLUCAJ_poboljsano_13_36.stp,jet-engine-bracket_third-solution-1,Armin,armin-16,False,False,True
200,20218,40456,211965.82063005213,54233.31580638552,1.7291963093229703,6.0,0.5554513,0.09123387,0.6988479,0.8261831,961.0109,0.0346277,0.06568039,0.3999636,0.8784966,666.2438,0.005989615,0.04029619,0.1854565,0.1894987,419.7036,0.2373961,0.06290382,0.1604642,0.3430009,667.8015,flat,233956,0.9474872182163332,Bracket.stp,bracket_01-1,Giacomo Calzoni,giacomo.calzoni-1,False,True,False
202,15967,32006,93069.5311172004,36183.561622739726,1.567042647508784,19.0,0.8171275,0.3374654,1.121074,1.266683,778.2502,0.01741242,0.06840053,0.3230305,1.105127,733.0999,0.03773255,0.2506869,0.3760971,0.4085709,563.3912,0.3013898,0.09639698,0.249156,0.3464292,496.5028,arch,171243,0.4160208040938858,original.STEP,jet-engine-bracket-3,Ármin Fendrik,armin.fendrik-1,False,False,False
